('2-faced', 'pos'),
('discompose', 'pos'),
('disconcert', 'pos'),
('disconcerted', 'pos'),
('disconcerting', 'pos'),
('disconcertingly', 'pos'),
('disconsolate', 'pos'),
('disconsolately', 'pos'),
('disconsolation', 'pos'),
('discontent', 'pos'),
('discontented', 'pos'),
('discontentedly', 'pos'),
('discontinued', 'pos'),
('discontinuity', 'pos'),
('discontinuous', 'pos'),
('discord', 'pos'),
('discordance', 'pos'),
('discordant', 'pos'),
('discountenance', 'pos'),
('discourage', 'pos'),
('discouragement', 'pos'),
('discouraging', 'pos'),
('discouragingly', 'pos'),
('discourteous', 'pos'),
('discourteously', 'pos'),
('discoutinous', 'pos'),
('discredit', 'pos'),
('discrepant', 'pos'),
('discriminate', 'pos'),
('discrimination', 'pos'),
('discriminatory', 'pos'),
('disdain', 'pos'),
('disdained', 'pos'),
('disdainful', 'pos'),
('disdainfully', 'pos'),
('disfavor', 'pos'),
('disgrace', 'pos'),
('disgraced', 'pos'),
('disgraceful', 'pos'),
('disgracefully', 'pos'),
('disgruntle', 'pos'),
('disgruntled', 'pos'),
('disgust', 'pos'),
('disgusted', 'pos'),
('disgustedly', 'pos'),
('disgustful', 'pos'),
('disgustfully', 'pos'),
('disgusting', 'pos'),
('disgustingly', 'pos'),
('dishearten', 'pos'),
('disheartening', 'pos'),
('dishearteningly', 'pos'),
('dishonest', 'pos'),
('dishonestly', 'pos'),
('dishonesty', 'pos'),
('dishonor', 'pos'),
('dishonorable', 'pos'),
('dishonorablely', 'pos'),
('disillusion', 'pos'),
('disillusioned', 'pos'),
('disillusionment', 'pos'),
('disillusions', 'pos'),
('disinclination', 'pos'),
('disinclined', 'pos'),
('disingenuous', 'pos'),
('disingenuously', 'pos'),
('disintegrate', 'pos'),
('disintegrated', 'pos'),
('disintegrates', 'pos'),
('disintegration', 'pos'),
('disinterest', 'pos'),
('disinterested', 'pos'),
('dislike', 'pos'),
('disliked', 'pos'),
('dislikes', 'pos'),
('disliking', 'pos'),
('dislocated', 'pos'),
('disloyal', 'pos'),
('disloyalty', 'pos'),
('dismal', 'pos'),
('dismally', 'pos'),
('dismalness', 'pos'),
('dismay', 'pos'),
('dismayed', 'pos'),
('dismaying', 'pos'),
('dismayingly', 'pos'),
('dismissive', 'pos'),
('dismissively', 'pos'),
('disobedience', 'pos'),
('disobedient', 'pos'),
('disobey', 'pos'),
('disoobedient', 'pos'),
('disorder', 'pos'),
('disordered', 'pos'),
('disorderly', 'pos'),
('disorganized', 'pos'),
('disorient', 'pos'),
('disoriented', 'pos'),
('disown', 'pos'),
('disparage', 'pos'),
('disparaging', 'pos'),
('disparagingly', 'pos'),
('dispensable', 'pos'),
('dispirit', 'pos'),
('dispirited', 'pos'),
('dispiritedly', 'pos'),
('dispiriting', 'pos'),
('displace', 'pos'),
('displaced', 'pos'),
('displease', 'pos'),
('displeased', 'pos'),
('displeasing', 'pos'),
('displeasure', 'pos'),
('disproportionate', 'pos'),
('disprove', 'pos'),
('disputable', 'pos'),
('dispute', 'pos'),
('disputed', 'pos'),
('disquiet', 'pos'),
('disquieting', 'pos'),
('disquietingly', 'pos'),
('disquietude', 'pos'),
('disregard', 'pos'),
('disregardful', 'pos'),
('disreputable', 'pos'),
('disrepute', 'pos'),
('disrespect', 'pos'),
('disrespectable', 'pos'),
('disrespectablity', 'pos'),
('disrespectful', 'pos'),
('disrespectfully', 'pos'),
('disrespectfulness', 'pos'),
('disrespecting', 'pos'),
('disrupt', 'pos'),
('disruption', 'pos'),
('disruptive', 'pos'),
('diss', 'pos'),
('dissapointed', 'pos'),
('dissappointed', 'pos'),
('dissappointing', 'pos'),
('dissatisfaction', 'pos'),
('dissatisfactory', 'pos'),
('dissatisfied', 'pos'),
('dissatisfies', 'pos'),
('dissatisfy', 'pos'),
('dissatisfying', 'pos'),
('dissed', 'pos'),
('dissemble', 'pos'),
('dissembler', 'pos'),
('dissension', 'pos'),
('dissent', 'pos'),
('dissenter', 'pos'),
('dissention', 'pos'),
('disservice', 'pos'),
('disses', 'pos'),
('dissidence', 'pos'),
('dissident', 'pos'),
('dissidents', 'pos'),
('dissing', 'pos'),
('dissocial', 'pos'),
('dissolute', 'pos'),
('dissolution', 'pos'),
('dissonance', 'pos'),
('dissonant', 'pos'),
('dissonantly', 'pos'),
('dissuade', 'pos'),
('dissuasive', 'pos'),
('distains', 'pos'),
('distaste', 'pos'),
('distasteful', 'pos'),
('distastefully', 'pos'),
('distort', 'pos'),
('distorted', 'pos'),
('distortion', 'pos'),
('distorts', 'pos'),
('distract', 'pos'),
('distracting', 'pos'),
('distraction', 'pos'),
('distraught', 'pos'),
('distraughtly', 'pos'),
('distraughtness', 'pos'),
('distress', 'pos'),
('distressed', 'pos'),
('distressing', 'pos'),
('distressingly', 'pos'),
('distrust', 'pos'),
('distrustful', 'pos'),
('distrusting', 'pos'),
('disturb', 'pos'),
('disturbance', 'pos'),
('disturbed', 'pos'),
('disturbing', 'pos'),
('disturbingly', 'pos'),
('disunity', 'pos'),
('disvalue', 'pos'),
('divergent', 'pos'),
('divisive', 'pos'),
('divisively', 'pos'),
('divisiveness', 'pos'),
('dizzing', 'pos'),
('dizzingly', 'pos'),
('dizzy', 'pos'),
('doddering', 'pos'),
('dodgey', 'pos'),
('dogged', 'pos'),
('doggedly', 'pos'),
('dogmatic', 'pos'),
('doldrums', 'pos'),
('domineer', 'pos'),
('domineering', 'pos'),
('donside', 'pos'),
('doom', 'pos'),
('doomed', 'pos'),
('doomsday', 'pos'),
('dope', 'pos'),
('doubt', 'pos'),
('doubtful', 'pos'),
('doubtfully', 'pos'),
('doubts', 'pos'),
('douchbag', 'pos'),
('douchebag', 'pos'),
('douchebags', 'pos'),
('downbeat', 'pos'),
('downcast', 'pos'),
('downer', 'pos'),
('downfall', 'pos'),
('downfallen', 'pos'),
('downgrade', 'pos'),
('downhearted', 'pos'),
('downheartedly', 'pos'),
('downhill', 'pos'),
('downside', 'pos'),
('downsides', 'pos'),
('downturn', 'pos'),
('downturns', 'pos'),
('drab', 'pos'),
('draconian', 'pos'),
('draconic', 'pos'),
('drag', 'pos'),
('dragged', 'pos'),
('dragging', 'pos'),
('dragoon', 'pos'),
('drags', 'pos'),
('drain', 'pos'),
('drained', 'pos'),
('draining', 'pos'),
('drains', 'pos'),
('drastic', 'pos'),
('drastically', 'pos'),
('drawback', 'pos'),
('drawbacks', 'pos'),
('dread', 'pos'),
('dreadful', 'pos'),
('dreadfully', 'pos'),
('dreadfulness', 'pos'),
('dreary', 'pos'),
('dripped', 'pos'),
('dripping', 'pos'),
('drippy', 'pos'),
('drips', 'pos'),
('drones', 'pos'),
('droop', 'pos'),
('droops', 'pos'),
('drop-out', 'pos'),
('drop-outs', 'pos'),
('dropout', 'pos'),
('dropouts', 'pos'),
('drought', 'pos'),
('drowning', 'pos'),
('drunk', 'pos'),
('drunkard', 'pos'),
('drunken', 'pos'),
('dubious', 'pos'),
('dubiously', 'pos'),
('dubitable', 'pos'),
('dud', 'pos'),
('dull', 'pos'),
('dullard', 'pos'),
('dumb', 'pos'),
('dumbfound', 'pos'),
('dump', 'pos'),
('dumped', 'pos'),
('dumping', 'pos'),
('dumps', 'pos'),
('dunce', 'pos'),
('dungeon', 'pos'),
('dungeons', 'pos'),
('dupe', 'pos'),
('dust', 'pos'),
('dusty', 'pos'),
('dwindling', 'pos'),
('dying', 'pos'),
('earsplitting', 'pos'),
('eccentric', 'pos'),
('eccentricity', 'pos'),
('effigy', 'pos'),
('effrontery', 'pos'),
('egocentric', 'pos'),
('egomania', 'pos'),
('egotism', 'pos'),
('egotistical', 'pos'),
('egotistically', 'pos'),
('egregious', 'pos'),
('egregiously', 'pos'),
('election-rigger', 'pos'),
('elimination', 'pos'),
('emaciated', 'pos'),
('emasculate', 'pos'),
('embarrass', 'pos'),
('embarrassing', 'pos'),
('embarrassingly', 'pos'),
('embarrassment', 'pos'),
('embattled', 'pos'),
('embroil', 'pos'),
('embroiled', 'pos'),
('embroilment', 'pos'),
('emergency', 'pos'),
('emphatic', 'pos'),
('emphatically', 'pos'),
('emptiness', 'pos'),
('encroach', 'pos'),
('encroachment', 'pos'),
('endanger', 'pos'),
('enemies', 'pos'),
('enemy', 'pos'),
('enervate', 'pos'),
('enfeeble', 'pos'),
('enflame', 'pos'),
('engulf', 'pos'),
('enjoin', 'pos'),
('enmity', 'pos'),
('enrage', 'pos'),
('enraged', 'pos'),
('enraging', 'pos'),
('enslave', 'pos'),
('entangle', 'pos'),
('entanglement', 'pos'),
('entrap', 'pos'),
('entrapment', 'pos'),
('envious', 'pos'),
('enviously', 'pos'),
('enviousness', 'pos'),
('epidemic', 'pos'),
('equivocal', 'pos'),
('erase', 'pos'),
('erode', 'pos'),
('erodes', 'pos'),
('erosion', 'pos'),
('err', 'pos'),
('errant', 'pos'),
('erratic', 'pos'),
('erratically', 'pos'),
('erroneous', 'pos'),
('erroneously', 'pos'),
('error', 'pos'),
('errors', 'pos'),
('eruptions', 'pos'),
('escapade', 'pos'),
('eschew', 'pos'),
('estranged', 'pos'),
('evade', 'pos'),
('evasion', 'pos'),
('evasive', 'pos'),
('evil', 'pos'),
('evildoer', 'pos'),
('evils', 'pos'),
('eviscerate', 'pos'),
('exacerbate', 'pos'),
('exagerate', 'pos'),
('exagerated', 'pos'),
('exagerates', 'pos'),
('exaggerate', 'pos'),
('exaggeration', 'pos'),
('exasperate', 'pos'),
('exasperated', 'pos'),
('exasperating', 'pos'),
('exasperatingly', 'pos'),
('exasperation', 'pos'),
('excessive', 'pos'),
('excessively', 'pos'),
('exclusion', 'pos'),
('excoriate', 'pos'),
('excruciating', 'pos'),
('excruciatingly', 'pos'),
('excuse', 'pos'),
('excuses', 'pos'),
('execrate', 'pos'),
('exhaust', 'pos'),
('exhausted', 'pos'),
('exhaustion', 'pos'),
('exhausts', 'pos'),
('exhorbitant', 'pos'),
('exhort', 'pos'),
('exile', 'pos'),
('exorbitant', 'pos'),
('exorbitantance', 'pos'),
('exorbitantly', 'pos'),
('expel', 'pos'),
('expensive', 'pos'),
('expire', 'pos'),
('expired', 'pos'),
('explode', 'pos'),
('exploit', 'pos'),
('exploitation', 'pos'),
('explosive', 'pos'),
('expropriate', 'pos'),
('expropriation', 'pos'),
('expulse', 'pos'),
('expunge', 'pos'),
('exterminate', 'pos'),
('extermination', 'pos'),
('extinguish', 'pos'),
('extort', 'pos'),
('extortion', 'pos'),
('extraneous', 'pos'),
('extravagance', 'pos'),
('extravagant', 'pos'),
('extravagantly', 'pos'),
('extremism', 'pos'),
('extremist', 'pos'),
('extremists', 'pos'),
('eyesore', 'pos'),
('f**k', 'pos'),
('fabricate', 'pos'),
('fabrication', 'pos'),
('facetious', 'pos'),
('facetiously', 'pos'),
('fail', 'pos'),
('failed', 'pos'),
('failing', 'pos'),
('fails', 'pos'),
('failure', 'pos'),
('failures', 'pos'),
('faint', 'pos'),
('fainthearted', 'pos'),
('faithless', 'pos'),
('fake', 'pos'),
('fall', 'pos'),
('fallacies', 'pos'),
('fallacious', 'pos'),
('fallaciously', 'pos'),
('fallaciousness', 'pos'),
('fallacy', 'pos'),
('fallen', 'pos'),
('falling', 'pos'),
('fallout', 'pos'),
('falls', 'pos'),
('false', 'pos'),
('falsehood', 'pos'),
('falsely', 'pos'),
('falsify', 'pos'),
('falter', 'pos'),
('faltered', 'pos'),
('famine', 'pos'),
('famished', 'pos'),
('fanatic', 'pos'),
('fanatical', 'pos'),
('fanatically', 'pos'),
('fanaticism', 'pos'),
('fanatics', 'pos'),
('fanciful', 'pos'),
('far-fetched', 'pos'),
('farce', 'pos'),
('farcical', 'pos'),
('farcical-yet-provocative', 'pos'),
('farcically', 'pos'),
('farfetched', 'pos'),
('fascism', 'pos'),
('fascist', 'pos'),
('fastidious', 'pos'),
('fastidiously', 'pos'),
('fastuous', 'pos'),
('fat', 'pos'),
('fat-cat', 'pos'),
('fat-cats', 'pos'),
('fatal', 'pos'),
('fatalistic', 'pos'),
('fatalistically', 'pos'),
('fatally', 'pos'),
('fatcat', 'pos'),
('fatcats', 'pos'),
('fateful', 'pos'),
('fatefully', 'pos'),
('fathomless', 'pos'),
('fatigue', 'pos'),
('fatigued', 'pos'),
('fatique', 'pos'),
('fatty', 'pos'),
('fatuity', 'pos'),
('fatuous', 'pos'),
('fatuously', 'pos'),
('fault', 'pos'),
('faults', 'pos'),
('faulty', 'pos'),
('fawningly', 'pos'),
('faze', 'pos'),
('fear', 'pos'),
('fearful', 'pos'),
('fearfully', 'pos'),
('fears', 'pos'),
('fearsome', 'pos'),
('feckless', 'pos'),
('feeble', 'pos'),
('feeblely', 'pos'),
('feebleminded', 'pos'),
('feign', 'pos'),
('feint', 'pos'),
('fell', 'pos'),
('felon', 'pos'),
('felonious', 'pos'),
('ferociously', 'pos'),
('ferocity', 'pos'),
('fetid', 'pos'),
('fever', 'pos'),
('feverish', 'pos'),
('fevers', 'pos'),
('fiasco', 'pos'),
('fib', 'pos'),
('fibber', 'pos'),
('fickle', 'pos'),
('fiction', 'pos'),
('fictional', 'pos'),
('fictitious', 'pos'),
('fidget', 'pos'),
('fidgety', 'pos'),
('fiend', 'pos'),
('fiendish', 'pos'),
('fierce', 'pos'),
('figurehead', 'pos'),
('filth', 'pos'),
('filthy', 'pos'),
('finagle', 'pos'),
('finicky', 'pos'),
('fissures', 'pos'),
('fist', 'pos'),
('flabbergast', 'pos'),
('flabbergasted', 'pos'),
('flagging', 'pos'),
('flagrant', 'pos'),
('flagrantly', 'pos'),
('flair', 'pos'),
('flairs', 'pos'),
('flak', 'pos'),
('flake', 'pos'),
('flakey', 'pos'),
('flakieness', 'pos'),
('flaking', 'pos'),
('flaky', 'pos'),
('flare', 'pos'),
('flares', 'pos'),
('flareup', 'pos'),
('flareups', 'pos'),
('flat-out', 'pos'),
('flaunt', 'pos'),
('flaw', 'pos'),
('flawed', 'pos'),
('flaws', 'pos'),
('flee', 'pos'),
('fleed', 'pos'),
('fleeing', 'pos'),
('fleer', 'pos'),
('flees', 'pos'),
('fleeting', 'pos'),
('flicering', 'pos'),
('flicker', 'pos'),
('flickering', 'pos'),
('flickers', 'pos'),
('flighty', 'pos'),
('flimflam', 'pos'),
('flimsy', 'pos'),
('flirt', 'pos'),
('flirty', 'pos'),
('floored', 'pos'),
('flounder', 'pos'),
('floundering', 'pos'),
('flout', 'pos'),
('fluster', 'pos'),
('foe', 'pos'),
('fool', 'pos'),
('fooled', 'pos'),
('foolhardy', 'pos'),
('foolish', 'pos'),
('foolishly', 'pos'),
('foolishness', 'pos'),
('forbid', 'pos'),
('forbidden', 'pos'),
('forbidding', 'pos'),
('forceful', 'pos'),
('foreboding', 'pos'),
('forebodingly', 'pos'),
('forfeit', 'pos'),
('forged', 'pos'),
('forgetful', 'pos'),
('forgetfully', 'pos'),
('forgetfulness', 'pos'),
('forlorn', 'pos'),
('forlornly', 'pos'),
('forsake', 'pos'),
('forsaken', 'pos'),
('forswear', 'pos'),
('foul', 'pos'),
('foully', 'pos'),
('foulness', 'pos'),
('fractious', 'pos'),
('fractiously', 'pos'),
('fracture', 'pos'),
('fragile', 'pos'),
('fragmented', 'pos'),
('frail', 'pos'),
('frantic', 'pos'),
('frantically', 'pos'),
('franticly', 'pos'),
('fraud', 'pos'),
('fraudulent', 'pos'),
('fraught', 'pos'),
('frazzle', 'pos'),
('frazzled', 'pos'),
('freak', 'pos'),
('freaking', 'pos'),
('freakish', 'pos'),
('freakishly', 'pos'),
('freaks', 'pos'),
('freeze', 'pos'),
('freezes', 'pos'),
('freezing', 'pos'),
('frenetic', 'pos'),
('frenetically', 'pos'),
('frenzied', 'pos'),
('frenzy', 'pos'),
('fret', 'pos'),
('fretful', 'pos'),
('frets', 'pos'),
('friction', 'pos'),
('frictions', 'pos'),
('fried', 'pos'),
('friggin', 'pos'),
('frigging', 'pos'),
('fright', 'pos'),
('frighten', 'pos'),
('frightening', 'pos'),
('frighteningly', 'pos'),
('frightful', 'pos'),
('frightfully', 'pos'),
('frigid', 'pos'),
('frost', 'pos'),
('frown', 'pos'),
('froze', 'pos'),
('frozen', 'pos'),
('fruitless', 'pos'),
('fruitlessly', 'pos'),
('frustrate', 'pos'),
('frustrated', 'pos'),
('frustrates', 'pos'),
('frustrating', 'pos'),
('frustratingly', 'pos'),
('frustration', 'pos'),
('frustrations', 'pos'),
('fuck', 'pos'),
('fucking', 'pos'),
('fudge', 'pos'),
('fugitive', 'pos'),
('full-blown', 'pos'),
('fulminate', 'pos'),
('fumble', 'pos'),
('fume', 'pos'),
('fumes', 'pos'),
('fundamentalism', 'pos'),
('funky', 'pos'),
('funnily', 'pos'),
('funny', 'pos'),
('furious', 'pos'),
('furiously', 'pos'),
('furor', 'pos'),
('fury', 'pos'),
('fuss', 'pos'),
('fussy', 'pos'),
('fustigate', 'pos'),
('fusty', 'pos'),
('futile', 'pos'),
('futilely', 'pos'),
('futility', 'pos'),
('fuzzy', 'pos'),
('gabble', 'pos'),
('gaff', 'pos'),
('gaffe', 'pos'),
('gainsay', 'pos'),
('gainsayer', 'pos'),
('gall', 'pos'),
('galling', 'pos'),
('gallingly', 'pos'),
('galls', 'pos'),
('gangster', 'pos'),
('gape', 'pos'),
('garbage', 'pos'),
('garish', 'pos'),
('gasp', 'pos'),
('gauche', 'pos'),
('gaudy', 'pos'),
('gawk', 'pos'),
('gawky', 'pos'),
('geezer', 'pos'),
('genocide', 'pos'),
('get-rich', 'pos'),
('ghastly', 'pos'),
('ghetto', 'pos'),
('ghosting', 'pos'),
('gibber', 'pos'),
('gibberish', 'pos'),
('gibe', 'pos'),
('giddy', 'pos'),
('gimmick', 'pos'),
('gimmicked', 'pos'),
('gimmicking', 'pos'),
('gimmicks', 'pos'),
('gimmicky', 'pos'),
('glare', 'pos'),
('glaringly', 'pos'),
('glib', 'pos'),
('glibly', 'pos'),
('glitch', 'pos'),
('glitches', 'pos'),
('gloatingly', 'pos'),
('gloom', 'pos'),
('gloomy', 'pos'),
('glower', 'pos'),
('glum', 'pos'),
('glut', 'pos'),
('gnawing', 'pos'),
('goad', 'pos'),
('goading', 'pos'),
('god-awful', 'pos'),
('goof', 'pos'),
('goofy', 'pos'),
('goon', 'pos'),
('gossip', 'pos'),
('graceless', 'pos'),
('gracelessly', 'pos'),
('graft', 'pos'),
('grainy', 'pos'),
('grapple', 'pos'),
('grate', 'pos'),
('grating', 'pos'),
('gravely', 'pos'),
('greasy', 'pos'),
('greed', 'pos'),
('greedy', 'pos'),
('grief', 'pos'),
('grievance', 'pos'),
('grievances', 'pos'),
('grieve', 'pos'),
('grieving', 'pos'),
('grievous', 'pos'),
('grievously', 'pos'),
('grim', 'pos'),
('grimace', 'pos'),
('grind', 'pos'),
('gripe', 'pos'),
('gripes', 'pos'),
('grisly', 'pos'),
('gritty', 'pos'),
('gross', 'pos'),
('grossly', 'pos'),
('grotesque', 'pos'),
('grouch', 'pos'),
('grouchy', 'pos'),
('groundless', 'pos'),
('grouse', 'pos'),
('growl', 'pos'),
('grudge', 'pos'),
('grudges', 'pos'),
('grudging', 'pos'),
('grudgingly', 'pos'),
('gruesome', 'pos'),
('gruesomely', 'pos'),
('gruff', 'pos'),
('grumble', 'pos'),
('grumpier', 'pos'),
('grumpiest', 'pos'),
('grumpily', 'pos'),
('grumpish', 'pos'),
('grumpy', 'pos'),
('guile', 'pos'),
('guilt', 'pos'),
('guiltily', 'pos'),
('guilty', 'pos'),
('gullible', 'pos'),
('gutless', 'pos'),
('gutter', 'pos'),
('hack', 'pos'),
('hacks', 'pos'),
('haggard', 'pos'),
('haggle', 'pos'),
('hairloss', 'pos'),
('halfhearted', 'pos'),
('halfheartedly', 'pos'),
('hallucinate', 'pos'),
('hallucination', 'pos'),
('hamper', 'pos'),
('hampered', 'pos'),
('handicapped', 'pos'),
('hang', 'pos'),
('hangs', 'pos'),
('haphazard', 'pos'),
('hapless', 'pos'),
('harangue', 'pos'),
('harass', 'pos'),
('harassed', 'pos'),
('harasses', 'pos'),
('harassment', 'pos'),
('harboring', 'pos'),
('harbors', 'pos'),
('hard', 'pos'),
('hard-hit', 'pos'),
('hard-line', 'pos'),
('hard-liner', 'pos'),
('hardball', 'pos'),
('harden', 'pos'),
('hardened', 'pos'),
('hardheaded', 'pos'),
('hardhearted', 'pos'),
('hardliner', 'pos'),
('hardliners', 'pos'),
('hardship', 'pos'),
('hardships', 'pos'),
('harm', 'pos'),
('harmed', 'pos'),
('harmful', 'pos'),
('harms', 'pos'),
('harpy', 'pos'),
('harridan', 'pos'),
('harried', 'pos'),
('harrow', 'pos'),
('harsh', 'pos'),
('harshly', 'pos'),
('hasseling', 'pos'),
('hassle', 'pos'),
('hassled', 'pos'),
('hassles', 'pos'),
('haste', 'pos'),
('hastily', 'pos'),
('hasty', 'pos'),
('hate', 'pos'),
('hated', 'pos'),
('hateful', 'pos'),
('hatefully', 'pos'),
('hatefulness', 'pos'),
('hater', 'pos'),
('haters', 'pos'),
('hates', 'pos'),
('hating', 'pos'),
('hatred', 'pos'),
('haughtily', 'pos'),
('haughty', 'pos'),
('haunt', 'pos'),
('haunting', 'pos'),
('havoc', 'pos'),
('hawkish', 'pos'),
('haywire', 'pos'),
('hazard', 'pos'),
('hazardous', 'pos'),
('haze', 'pos'),
('hazy', 'pos'),
('head-aches', 'pos'),
('headache', 'pos'),
('headaches', 'pos'),
('heartbreaker', 'pos'),
('heartbreaking', 'pos'),
('heartbreakingly', 'pos'),
('heartless', 'pos'),
('heathen', 'pos'),
('heavy-handed', 'pos'),
('heavyhearted', 'pos'),
('heck', 'pos'),
('heckle', 'pos'),
('heckled', 'pos'),
('heckles', 'pos'),
('hectic', 'pos'),
('hedge', 'pos'),
('hedonistic', 'pos'),
('heedless', 'pos'),
('hefty', 'pos'),
('hegemonism', 'pos'),
('hegemonistic', 'pos'),
('hegemony', 'pos'),
('heinous', 'pos'),
('hell', 'pos'),
('hell-bent', 'pos'),
('hellion', 'pos'),
('hells', 'pos'),
('helpless', 'pos'),
('helplessly', 'pos'),
('helplessness', 'pos'),
('heresy', 'pos'),
('heretic', 'pos'),
('heretical', 'pos'),
('hesitant', 'pos'),
('hestitant', 'pos'),
('hideous', 'pos'),
('hideously', 'pos'),
('hideousness', 'pos'),
('high-priced', 'pos'),
('hiliarious', 'pos'),
('hinder', 'pos'),
('hindrance', 'pos'),
('hiss', 'pos'),
('hissed', 'pos'),
('hissing', 'pos'),
('ho-hum', 'pos'),
('hoard', 'pos'),
('hoax', 'pos'),
('hobble', 'pos'),
('hogs', 'pos'),
('hollow', 'pos'),
('hoodium', 'pos'),
('hoodwink', 'pos'),
('hooligan', 'pos'),
('hopeless', 'pos'),
('hopelessly', 'pos'),
('hopelessness', 'pos'),
('horde', 'pos'),
('horrendous', 'pos'),
('horrendously', 'pos'),
('horrible', 'pos'),
('horrid', 'pos'),
('horrific', 'pos'),
('horrified', 'pos'),
('horrifies', 'pos'),
('horrify', 'pos'),
('horrifying', 'pos'),
('horrifys', 'pos'),
('hostage', 'pos'),
('hostile', 'pos'),
('hostilities', 'pos'),
('hostility', 'pos'),
('hotbeds', 'pos'),
('hothead', 'pos'),
('hotheaded', 'pos'),
('hothouse', 'pos'),
('hubris', 'pos'),
('huckster', 'pos'),
('hum', 'pos'),
('humid', 'pos'),
('humiliate', 'pos'),
('humiliating', 'pos'),
('humiliation', 'pos'),
('humming', 'pos'),
('hung', 'pos'),
('hurt', 'pos'),
('hurted', 'pos'),
('hurtful', 'pos'),
('hurting', 'pos'),
('hurts', 'pos'),
('hustler', 'pos'),
('hype', 'pos'),
('hypocricy', 'pos'),
('hypocrisy', 'pos'),
('hypocrite', 'pos'),
('hypocrites', 'pos'),
('hypocritical', 'pos'),
('hypocritically', 'pos'),
('hysteria', 'pos'),
('hysteric', 'pos'),
('hysterical', 'pos'),
('hysterically', 'pos'),
('hysterics', 'pos'),
('idiocies', 'pos'),
('idiocy', 'pos'),
('idiot', 'pos'),
('idiotic', 'pos'),
('idiotically', 'pos'),
('idiots', 'pos'),
('idle', 'pos'),
('ignoble', 'pos'),
('ignominious', 'pos'),
('ignominiously', 'pos'),
('ignominy', 'pos'),
('ignorance', 'pos'),
('ignorant', 'pos'),
('ignore', 'pos'),
('ill-advised', 'pos'),
('ill-conceived', 'pos'),
('ill-defined', 'pos'),
('ill-designed', 'pos'),
('ill-fated', 'pos'),
('ill-favored', 'pos'),
('ill-formed', 'pos'),
('ill-mannered', 'pos'),
('ill-natured', 'pos'),
('ill-sorted', 'pos'),
('ill-tempered', 'pos'),
('ill-treated', 'pos'),
('ill-treatment', 'pos'),
('ill-usage', 'pos'),
('ill-used', 'pos'),
('illegal', 'pos'),
('illegally', 'pos'),
('illegitimate', 'pos'),
('illicit', 'pos'),
('illiterate', 'pos'),
('illness', 'pos'),
('illogic', 'pos'),
('illogical', 'pos'),
('illogically', 'pos'),
('illusion', 'pos'),
('illusions', 'pos'),
('illusory', 'pos'),
('imaginary', 'pos'),
('imbalance', 'pos'),
('imbecile', 'pos'),
('imbroglio', 'pos'),
('immaterial', 'pos'),
('immature', 'pos'),
('imminence', 'pos'),
('imminently', 'pos'),
('immobilized', 'pos'),
('immoderate', 'pos'),
('immoderately', 'pos'),
('immodest', 'pos'),
('immoral', 'pos'),
('immorality', 'pos'),
('immorally', 'pos'),
('immovable', 'pos'),
('impair', 'pos'),
('impaired', 'pos'),
('impasse', 'pos'),
('impatience', 'pos'),
('impatient', 'pos'),
('impatiently', 'pos'),
('impeach', 'pos'),
('impedance', 'pos'),
('impede', 'pos'),
('impediment', 'pos'),
('impending', 'pos'),
('impenitent', 'pos'),
('imperfect', 'pos'),
('imperfection', 'pos'),
('imperfections', 'pos'),
('imperfectly', 'pos'),
('imperialist', 'pos'),
('imperil', 'pos'),
('imperious', 'pos'),
('imperiously', 'pos'),
('impermissible', 'pos'),
('impersonal', 'pos'),
('impertinent', 'pos'),
('impetuous', 'pos'),
('impetuously', 'pos'),
('impiety', 'pos'),
('impinge', 'pos'),
('impious', 'pos'),
('implacable', 'pos'),
('implausible', 'pos'),
('implausibly', 'pos'),
('implicate', 'pos'),
('implication', 'pos'),
('implode', 'pos'),
('impolite', 'pos'),
('impolitely', 'pos'),
('impolitic', 'pos'),
('importunate', 'pos'),
('importune', 'pos'),
('impose', 'pos'),
('imposers', 'pos'),
('imposing', 'pos'),
('imposition', 'pos'),
('impossible', 'pos'),
('impossiblity', 'pos'),
('impossibly', 'pos'),
('impotent', 'pos'),
('impoverish', 'pos'),
('impoverished', 'pos'),
('impractical', 'pos'),
('imprecate', 'pos'),
('imprecise', 'pos'),
('imprecisely', 'pos'),
('imprecision', 'pos'),
('imprison', 'pos'),
('imprisonment', 'pos'),
('improbability', 'pos'),
('improbable', 'pos'),
('improbably', 'pos'),
('improper', 'pos'),
('improperly', 'pos'),
('impropriety', 'pos'),
('imprudence', 'pos'),
('imprudent', 'pos'),
('impudence', 'pos'),
('impudent', 'pos'),
('impudently', 'pos'),
('impugn', 'pos'),
('impulsive', 'pos'),
('impulsively', 'pos'),
('impunity', 'pos'),
('impure', 'pos'),
('impurity', 'pos'),
('inability', 'pos'),
('inaccuracies', 'pos'),
('inaccuracy', 'pos'),
('inaccurate', 'pos'),
('inaccurately', 'pos'),
('inaction', 'pos'),
('inactive', 'pos'),
('inadequacy', 'pos'),
('inadequate', 'pos'),
('inadequately', 'pos'),
('inadverent', 'pos'),
('inadverently', 'pos'),
('inadvisable', 'pos'),
('inadvisably', 'pos'),
('inane', 'pos'),
('inanely', 'pos'),
('inappropriate', 'pos'),
('inappropriately', 'pos'),
('inapt', 'pos'),
('inaptitude', 'pos'),
('inarticulate', 'pos'),
('inattentive', 'pos'),
('inaudible', 'pos'),
